NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190005201334,2019,2307650,Maracanaú,23,CE,21,M,0,3,1,2307650,Maracanaú,23,CE,1,1,1,,0,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307650,Maracanaú,23,CE,1,1,1,1,523,524,525,526,381.8,490.8,436.3,446.1,BACDADBBECAEEDCBBBCACECBECBEC.AEDDAEDBCADDCBC,ECABCBBABEACDAABDCABDDDCAABAEAADABACADBAEABDE,99999EBAEACABAAEBCCEADBCEABBBECDBABBCDAEAABDEBDBCB,CCDCADDBEDECADCEDCAACBCBCEEEEDAEDEBBDBDDBECDB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,100,100,40,440,E,D,B,B,5,C,A,B,C,A,B,B,A,A,A,A,A,A,C,B,A,C,B,B,B
190005202084,2019,2507507,Joăo Pessoa,25,PB,18,F,1,1,1,2507507,Joăo Pessoa,25,PB,2,0,2,1,0,25096850,2507507,Joăo Pessoa,25,PB,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,Joăo Pessoa,25,PB,1,1,1,1,523,524,525,526,416.7,406.8,435.2,458.3,ACCBDEABEDEEBACCECBDAAEDBCADEBBCDABAEBCACEDBD,DBACDAEAEEABCDBBBCDEACBCBCEDABEADCEBADBDACCAE,99999AEAEDDDBECBBEAEDCABDCAAECCEBDEABCBEAADECAECBD,DACCBEEBACEACBADABEADDECEBCBACAACBADCBECEADDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,100,40,40,100,0,280,E,F,F,D,3,G,A,C,D,B,A,B,A,B,A,B,A,A,B,A,B,D,A,B,B
190005203506,2019,2603801,Capoeiras,26,PE,19,M,1,3,1,2606002,Garanhuns,26,PE,2,0,2,1,0,26053608,2603801,Capoeiras,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613008,Săo Bento do Una,26,PE,1,1,1,1,523,524,525,526,359.3,427.6,338.9,422.3,AA*CDBCBCDADBBCCCDBDCCDAADBDCCCCCDCCBCCACEACC,DDCCABADDEDCCAACBADBCDCBBADCDACAECABBCCDADADD,99999DDAACECBCADBDCACACDCBCECBBBECECDBCAADDDCBCBDB,CBCCBBCBCDECEACEBBEECBBABBCCBDBDCDDCCDDDBEDDB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,8,0,0,0,0,0,0,E,E,A,A,5,C,A,B,D,B,B,B,B,A,A,B,A,A,C,B,A,D,A,C,B
190005204289,2019,2307304,Juazeiro do Norte,23,CE,21,M,1,3,1,2307403,Jucás,23,CE,2,0,2,1,0,23165197,2307304,Juazeiro do Norte,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307304,Juazeiro do Norte,23,CE,1,1,1,1,523,524,525,526,441.5,384.7,409.4,406.2,BAEDCDADEDBCBABBCDBCEEADDADCBDCADECBBBBBBCDAE,BCDCABCDBDDDCEABDACCACBDBBAAAADDBBCBABAACBCAA,99999BABECABADACEBCEBBDEBBCEBBCDEBDBBDAEBDAACCEEEC,BCBDDCBBDABABDBEBBBADCBABACBDCABDCAEDABCDDABC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,6,0,0,0,0,0,0,E,D,D,B,3,C,A,B,B,A,B,B,A,B,A,B,A,A,C,B,A,D,A,A,A
190005206608,2019,2603405,Calumbi,26,PE,20,F,1,3,1,2613909,Serra Talhada,26,PE,2,0,2,1,0,26015625,2603405,Calumbi,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613909,Serra Talhada,26,PE,1,1,1,1,523,524,525,526,458.5,324.1,393.2,419.9,CCDBBDBCAACCDAEBACBADBEDBACAECBEBBEADBACCDBDC,CACADCCAAADAADADCADCBADEBEBAADEADBEADBCCEEAAC,99999CAAEBACACADDCAEEEAECCCAAEADECEABEBDDAACCBAEEA,ADCCADECACEBDAAEACDCEAADABECEDCEBBEABBAEADAEB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,B,B,A,A,7,B,A,C,E,A,A,B,A,A,A,B,A,A,B,B,A,D,A,A,B
190005206648,2019,2606002,Garanhuns,26,PE,23,F,1,1,2,,,,,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606002,Garanhuns,26,PE,1,1,1,1,523,524,525,526,431.2,463,443.4,392,DECAABEDACDEDCECCEAECCBEECADEDBBEECACEEECACDD,BDBEBEBDCEEBEEADDDBEDEDABADBCDBBDBAACBAEBDCDD,99999EEEEDBEBDEEADAEBEDCDCDEBDBDEEEBEDEADDBBECEEEB,ACEEAEEEECDEDADAEAAACECCBBDEBDAEDDEEAECDAEBDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,6,0,0,0,0,0,0,D,D,F,F,4,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,E,A,A,A
190005207316,2019,2303709,Caucaia,23,CE,28,M,1,3,1,2308302,Milagres,23,CE,2,0,2,1,0,23062738,2303709,Caucaia,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303709,Caucaia,23,CE,1,1,1,1,523,524,525,526,450.7,338.2,362.7,404.6,BCACDABABCBDEBDABCAABBCDECCCDABADABBCAABCDCEE,BEEBCBADAACABBBCEACACAEACDADBEDBBACAACAADBBBA,99999BEEACDACAAEBDEEAACBABABDCADEBADCABCABCDEBECAE,BAACCDEBCDABBCEACAADDAEABBCB.CBCBCABDAAEBACBD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,3,0,0,0,0,0,0,H,H,B,C,4,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
190005207573,2019,2307650,Maracanaú,23,CE,24,M,1,3,1,2302305,Bela Cruz,23,CE,2,0,2,1,0,23080710,2307650,Maracanaú,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307650,Maracanaú,23,CE,1,1,1,1,523,524,525,526,413.8,506.2,407.1,426.6,ACDECACEDCB*DDCACDBEDAACBEDCABBAECABDEABCBDED,AEABCCBDEAEBEDBBCBEEEDBCAEDBAEADCDA*CBCADCBAE,DCEED99999DABCBECBCECDEABDBCADEBEEDCADCCBAACACEEEA,ABCCBAEBDCEACDBEBDEACBEDACEBECDEAEBCDEABCDAAB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,H,C,C,C,4,B,A,B,B,A,C,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190005219976,2019,4314902,Porto Alegre,43,RS,39,F,0,1,1,4106902,Curitiba,41,PR,1,13,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314902,Porto Alegre,43,RS,1,1,1,1,523,524,525,526,401.3,498.8,532.9,441.4,BAACBEDBBDDEEAEEBCCCAAEEEBBBDBBCCCDDEBAADAAAE,EBABCCCEEECCCDDBCCEEDDEEEDDDEBCDEEABCCBCCECCB,99999CEAEEBEDBDEEDBCEDEDCDDBECEDEDBDADDEECBECDDDED,CCCEAABBBAEEEBBBEEDAAABBBDDDCCBBAEEBBBDEEAADD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,160,120,160,160,180,780,F,F,E,D,4,D,D,B,C,A,A,B,B,B,B,B,A,B,D,A,B,D,A,B,B
190005222503,2019,4314902,Porto Alegre,43,RS,19,M,1,1,1,4314902,Porto Alegre,43,RS,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314902,Porto Alegre,43,RS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,E,F,F,6,E,A,B,C,A,A,B,A,B,A,B,A,B,B,A,A,D,A,B,B
190005226110,2019,5000609,Amambai,50,MS,30,F,1,1,1,5000609,Amambai,50,MS,2,0,2,1,0,50015176,5000609,Amambai,50,MS,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000609,Amambai,50,MS,0,1,1,0,,524,525,,,437.9,385.4,,,BCADBDAECDBECADABCDABEBCBDACBCABDCBACEBCBCBDB,99999ECDDEADADBABAADBEDBCDDABAAEDADCBACDAEBDCCABAA,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,6,0,0,0,0,0,0,B,C,F,F,2,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
190005231800,2019,4316907,Santa Maria,43,RS,24,M,1,1,1,4316907,Santa Maria,43,RS,1,7,1,2,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316907,Santa Maria,43,RS,1,1,1,1,523,524,525,526,495.2,434.5,506.8,403.9,BAAEBDABEACCDECBCBBAEBDEBCECCBEBBCDCEDAECABEE,DDBABDCEBBEACDBBCCEDDDDBCDDDDDCCBBACCEEDBECBE,CCEEC99999ADCBACBDCEEDEDEADEBEEDEBCABDBEECBEBDDBED,EADCACCDDCAEAADECBBAEEDABBCBCBADEBBAEABDCDDEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,100,100,40,440,E,E,B,B,4,D,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,C,B,B,B
190005234646,2019,4307005,Erechim,43,RS,21,M,1,1,1,4307005,Erechim,43,RS,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4307005,Erechim,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,C,B,3,C,A,B,C,A,A,B,A,B,B,A,A,A,C,A,A,D,A,A,B
190005240373,2019,4314902,Porto Alegre,43,RS,21,F,1,1,1,4314902,Porto Alegre,43,RS,1,2,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314902,Porto Alegre,43,RS,1,1,1,1,523,524,525,526,438.3,343.7,384.7,424.3,BDEBBEBDADAECEBAEBBDBEBEDAABBBCBDDEBAAAADCCDE,BEEABACAADCACEDAEACBACAEECDDBCDDBBDCDBABDABBD,BBEEA99999DBBEADDCAEEEBBDCBCEAAABBDDDEADABADAAAEDE,DBCCDEDEDCAACADCCEBBEBEBDEDAEECADBDAEAACBDBDD,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,120,120,120,120,100,580,G,F,E,C,3,B,A,B,B,A,A,B,A,B,A,B,A,B,B,B,A,B,A,B,A
190005249760,2019,5107909,Sinop,51,MT,28,M,1,3,1,4120002,Porecatu,41,PR,1,10,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107909,Sinop,51,MT,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,G,C,D,1,E,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B
190005250202,2019,5208707,Goiânia,52,GO,25,M,1,1,1,5208707,Goiânia,52,GO,1,4,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,F,C,D,4,G,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190005250847,2019,4211900,Palhoça,42,SC,22,M,1,1,1,4211900,Palhoça,42,SC,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211900,Palhoça,42,SC,1,1,1,1,523,524,525,526,381.5,420.9,415.7,460.8,DCADBCAEBDCCCCEBEBDCEBAECBABCEEBEAECDCECEBCDA,DBAABACAAEDACDEBACEEBCCADAAABCCDDCCBABCDBCDAB,BCCDC99999CDEECADCCACECBADEDBDCCCDBDDACACADCCDEBED,CDEBABCBEEABCBDDCDABCACEBCDADBECEDADCCCEACDDB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,40,80,60,300,F,G,D,D,1,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
190005254558,2019,4314902,Porto Alegre,43,RS,17,F,1,1,1,4314902,Porto Alegre,43,RS,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314902,Porto Alegre,43,RS,1,1,1,1,523,524,525,526,469.5,369.5,441.5,430.1,ABABBDDBADCABBAAACAECCEBDACCCBBBEAEEDADADDCAE,AABEDEEBADAAABADDDCBACAABDADEBABADBECCBCAAEAD,99999BAACABCDBBBDAA.CCAACADEEDDBAEAACBDBBDDBAEBBAB,DCDADCAECAEDAAAEEAAEEEEAACABBEDEECBACDDDAACDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,120,120,120,560,E,C,D,B,2,B,A,B,C,A,A,B,B,B,A,B,A,A,C,A,B,B,A,A,B
190005254615,2019,4323002,Viamăo,43,RS,16,F,1,2,1,4323002,Viamăo,43,RS,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323002,Viamăo,43,RS,1,1,1,1,523,524,525,526,358.8,465.3,386.8,392.6,CCEABBEDCBBBBCEEAEBCDCAAEABDEDDACDBEDBBDECAED,CDDACABADBCEADBDDBBCEBCDBABBBCCEDCECCBCCACDAC,99999EACBBCDDADBEBACBAECCBBABBCADACCBDCCBABCCCCCBA,BDBECAEBBD*BCAECBBAACEDCBEBBCBACDCDBBBACABDAD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,80,80,80,0,320,B,B,A,B,4,C,A,B,E,A,A,B,B,B,A,B,B,A,E,B,B,B,A,B,B
190005259677,2019,2704302,Maceió,27,AL,23,M,1,3,1,2706307,Palmeira dos Índios,27,AL,1,5,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704302,Maceió,27,AL,1,1,1,1,523,524,525,526,372.5,416.7,423.9,401.5,BDEABCEBEDEEEACCDDEDEBAEAEAAECCBEBEBEEBBCCDAE,DADBABBEBEECDAADDEEEDDDECDECDDEEBEAEEEDCBCBBB,99999DCDEBBDDCAEEECCCADDAACCCBECEBBEAEDEEABDEEADCE,EADCBEEAACEACEECBABAEBCDCCCACCEACEEBCDAEBCDEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,140,120,120,140,0,520,B,G,C,B,1,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
190005260735,2019,2930774,Sobradinho,29,BA,36,F,1,3,1,2918407,Juazeiro,29,BA,1,13,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930774,Sobradinho,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,C,A,A,7,C,A,A,D,B,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B
190005261237,2019,2906303,Canavieiras,29,BA,32,F,1,3,1,2906303,Canavieiras,29,BA,1,2,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906303,Canavieiras,29,BA,1,1,1,1,523,524,525,526,473.7,348.3,326.1,367.5,EACABDECABBBADDACEAACCADBCBDABBAEAEABDBECCABD,ACCBADAECEACBDDBEADEAEAEECACEEADEEEAABEAEEAEE,99999AAEAC*ECAABBBCEBDAEEDCEBECBEBDBEEDABBBCBEECDA,AADCBBCAAECCBEBAABEEEBDDDCDCCAAECCBCEDCCAEAEC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,8,0,0,0,0,0,0,E,E,B,B,2,C,A,B,C,A,A,B,B,A,A,A,A,A,B,A,B,C,A,A,B
190005261704,2019,2928802,Santo Estęvăo,29,BA,22,F,1,3,1,2910800,Feira de Santana,29,BA,1,5,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928802,Santo Estęvăo,29,BA,1,1,1,1,523,524,525,526,391,417.9,406.8,415.5,.AEBADEDABDBCAAABABCDBCDCCEDADDEABBDCDCBECCD.,EAABCBADCEDABEBBDADCEACBDCACADBEDBEADCBDACDBB,ECCDA99999CEBBABECCDEEBBCECBCEACBECCDCEEBCEADCAD..,BDCBAECEACDBADCDCACACEAECDDBCABADECCDDA.EDBD.,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,120,120,120,100,0,460,D,G,A,D,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190005262965,2019,2704302,Maceió,27,AL,21,M,1,3,1,2704302,Maceió,27,AL,1,1,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704302,Maceió,27,AL,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,B,4,B,A,B,C,A,B,B,A,A,A,B,A,A,B,B,B,C,A,B,B
